homicidios_femeninos.csv,,,,,,Analisis_Temporal,,,,,Estados_Cambio,,,,,,Top_Estados_Verificacion,
entidad,anio,tasa,entidad_etiqueta,fecha,,anio,Tasa_Promedio,Tasa_Total,Tasa_Maxima,,Estado,Tasa_1990-1994,Tasa_2019-2023,Cambio_Absoluto,Cambio_Porcentual,,Estado,Tasa_Promedio_2020-2023
Veracruz,1997,1.91,Veracruz,1997-01-01,,,,,,,,,,,,,,
Yucatán,1997,0.86,Yucatán,1997-01-01,,,,,,,,,,,,,,
Zacatecas,1997,1.14,Zacatecas,1997-01-01,,,,,,,,,,,,,,
Aguascalientes,1998,2.53,Aguascalientes,1998-01-01,,,,,,,,,,,,,,
Baja California,1998,5.19,Baja California,1998-01-01,,,,,,,,,,,,,,
Baja California Sur,1998,2.0,Baja California Sur,1998-01-01,,,,,,,,,,,,,,
Campeche,1998,2.36,Campeche,1998-01-01,,,,,,,,,,,,,,
Coahuila,1998,1.75,Coahuila,1998-01-01,,,,,,,,,,,,,,
Colima,1998,5.3,Colima,1998-01-01,,,,,,,,,,,,,,
Chiapas,1998,5.36,Chiapas,1998-01-01,,,,,,,,,,,,,,
Chihuahua,1998,4.63,Chihuahua,1998-01-01,,,,,,,,,,,,,,
Ciudad de México,1998,3.34,Ciudad de México,1998-01-01,,,,,,,,,,,,,,
Durango,1998,2.96,Durango,1998-01-01,,,,,,,,,,,,,,
Guanajuato,1998,1.34,Guanajuato,1998-01-01,,,,,,,,,,,,,,
Guerrero,1998,6.7,Guerrero,1998-01-01,,,,,,,,,,,,,,
Hidalgo,1998,2.28,Hidalgo,1998-01-01,,,,,,,,,,,,,,
Jalisco,1998,2.04,Jalisco,1998-01-01,,,,,,,,,,,,,,
México,1998,5.43,Estado de México,1998-01-01,,,,,,,,,,,,,,
Michoacán,1998,2.7,Michoacán,1998-01-01,,,,,,,,,,,,,,
Morelos,1998,2.93,Morelos,1998-01-01,,,,,,,,,,,,,,
Nayarit,1998,1.3,Nayarit,1998-01-01,,,,,,,,,,,,,,
Nuevo León,1998,0.85,Nuevo León,1998-01-01,,,,,,,,,,,,,,
Oaxaca,1998,4.5,Oaxaca,1998-01-01,,,,,,,,,,,,,,
Puebla,1998,2.99,Puebla,1998-01-01,,,,,,,,,,,,,,
Querétaro,1998,0.43,Querétaro,1998-01-01,,,,,,,,,,,,,,
Quintana Roo,1998,3.28,Quintana Roo,1998-01-01,,,,,,,,,,,,,,
San Luis Potosí,1998,2.31,San Luis Potosí,1998-01-01,,,,,,,,,,,,,,
Sinaloa,1998,2.69,Sinaloa,1998-01-01,,,,,,,,,,,,,,
Sonora,1998,2.29,Sonora,1998-01-01,,,,,,,,,,,,,,
Tabasco,1998,1.92,Tabasco,1998-01-01,,,,,,,,,,,,,,
Tamaulipas,1998,2.5,Tamaulipas,1998-01-01,,,,,,,,,,,,,,
Tlaxcala,1998,2.68,Tlaxcala,1998-01-01,,,,,,,,,,,,,,
Veracruz,1998,1.33,Veracruz,1998-01-01,,,,,,,,,,,,,,
Yucatán,1998,1.09,Yucatán,1998-01-01,,,,,,,,,,,,,,
Zacatecas,1998,1.7,Zacatecas,1998-01-01,,,,,,,,,,,,,,
Aguascalientes,1999,0.0,Aguascalientes,1999-01-01,,,,,,,,,,,,,,
Baja California,1999,4.36,Baja California,1999-01-01,,,,,,,,,,,,,,
Baja California Sur,1999,2.43,Baja California Sur,1999-01-01,,,,,,,,,,,,,,
Campeche,1999,1.75,Campeche,1999-01-01,,,,,,,,,,,,,,
Coahuila,1999,1.64,Coahuila,1999-01-01,,,,,,,,,,,,,,
Colima,1999,3.71,Colima,1999-01-01,,,,,,,,,,,,,,
Chiapas,1999,3.67,Chiapas,1999-01-01,,,,,,,,,,,,,,
Chihuahua,1999,3.56,Chihuahua,1999-01-01,,,,,,,,,,,,,,
Ciudad de México,1999,2.82,Ciudad de México,1999-01-01,,,,,,,,,,,,,,
Durango,1999,1.88,Durango,1999-01-01,,,,,,,,,,,,,,
Guanajuato,1999,1.69,Guanajuato,1999-01-01,,,,,,,,,,,,,,
Guerrero,1999,5.54,Guerrero,1999-01-01,,,,,,,,,,,,,,
Hidalgo,1999,1.99,Hidalgo,1999-01-01,,,,,,,,,,,,,,
Jalisco,1999,1.96,Jalisco,1999-01-01,,,,,,,,,,,,,,
México,1999,4.66,Estado de México,1999-01-01,,,,,,,,,,,,,,
Michoacán,1999,1.72,Michoacán,1999-01-01,,,,,,,,,,,,,,
Morelos,1999,5.64,Morelos,1999-01-01,,,,,,,,,,,,,,
Nayarit,1999,2.15,Nayarit,1999-01-01,,,,,,,,,,,,,,
Nuevo León,1999,0.84,Nuevo León,1999-01-01,,,,,,,,,,,,,,
Oaxaca,1999,4.43,Oaxaca,1999-01-01,,,,,,,,,,,,,,
Puebla,1999,2.32,Puebla,1999-01-01,,,,,,,,,,,,,,
Querétaro,1999,1.95,Querétaro,1999-01-01,,,,,,,,,,,,,,
Quintana Roo,1999,3.36,Quintana Roo,1999-01-01,,,,,,,,,,,,,,
San Luis Potosí,1999,2.7,San Luis Potosí,1999-01-01,,,,,,,,,,,,,,
Sinaloa,1999,3.06,Sinaloa,1999-01-01,,,,,,,,,,,,,,
Sonora,1999,2.54,Sonora,1999-01-01,,,,,,,,,,,,,,
Tabasco,1999,1.99,Tabasco,1999-01-01,,,,,,,,,,,,,,
Tamaulipas,1999,3.18,Tamaulipas,1999-01-01,,,,,,,,,,,,,,
Tlaxcala,1999,3.24,Tlaxcala,1999-01-01,,,,,,,,,,,,,,
Veracruz,1999,1.43,Veracruz,1999-01-01,,,,,,,,,,,,,,
Yucatán,1999,1.31,Yucatán,1999-01-01,,,,,,,,,,,,,,
Zacatecas,1999,1.13,Zacatecas,1999-01-01,,,,,,,,,,,,,,
Aguascalientes,2000,0.81,Aguascalientes,2000-01-01,,,,,,,,,,,,,,
Baja California,2000,2.44,Baja California,2000-01-01,,,,,,,,,,,,,,
Baja California Sur,2000,2.36,Baja California Sur,2000-01-01,,,,,,,,,,,,,,
Campeche,2000,1.43,Campeche,2000-01-01,,,,,,,,,,,,,,
Coahuila,2000,1.45,Coahuila,2000-01-01,,,,,,,,,,,,,,
Colima,2000,3.65,Colima,2000-01-01,,,,,,,,,,,,,,
Chiapas,2000,2.6,Chiapas,2000-01-01,,,,,,,,,,,,,,
Chihuahua,2000,3.83,Chihuahua,2000-01-01,,,,,,,,,,,,,,
Ciudad de México,2000,2.55,Ciudad de México,2000-01-01,,,,,,,,,,,,,,
Durango,2000,1.34,Durango,2000-01-01,,,,,,,,,,,,,,
Guanajuato,2000,1.54,Guanajuato,2000-01-01,,,,,,,,,,,,,,
Guerrero,2000,4.79,Guerrero,2000-01-01,,,,,,,,,,,,,,
Hidalgo,2000,1.88,Hidalgo,2000-01-01,,,,,,,,,,,,,,
Jalisco,2000,1.76,Jalisco,2000-01-01,,,,,,,,,,,,,,
México,2000,4.76,Estado de México,2000-01-01,,,,,,,,,,,,,,
Michoacán,2000,2.38,Michoacán,2000-01-01,,,,,,,,,,,,,,
Morelos,2000,2.72,Morelos,2000-01-01,,,,,,,,,,,,,,
Nayarit,2000,1.07,Nayarit,2000-01-01,,,,,,,,,,,,,,
Nuevo León,2000,1.44,Nuevo León,2000-01-01,,,,,,,,,,,,,,
Oaxaca,2000,4.15,Oaxaca,2000-01-01,,,,,,,,,,,,,,
Puebla,2000,1.87,Puebla,2000-01-01,,,,,,,,,,,,,,
Querétaro,2000,2.44,Querétaro,2000-01-01,,,,,,,,,,,,,,
Quintana Roo,2000,1.6,Quintana Roo,2000-01-01,,,,,,,,,,,,,,
San Luis Potosí,2000,2.93,San Luis Potosí,2000-01-01,,,,,,,,,,,,,,
Sinaloa,2000,2.18,Sinaloa,2000-01-01,,,,,,,,,,,,,,
Sonora,2000,1.16,Sonora,2000-01-01,,,,,,,,,,,,,,
Tabasco,2000,1.03,Tabasco,2000-01-01,,,,,,,,,,,,,,
Tamaulipas,2000,3.48,Tamaulipas,2000-01-01,,,,,,,,,,,,,,
Tlaxcala,2000,3.17,Tlaxcala,2000-01-01,,,,,,,,,,,,,,
Veracruz,2000,1.45,Veracruz,2000-01-01,,,,,,,,,,,,,,
Yucatán,2000,1.41,Yucatán,2000-01-01,,,,,,,,,,,,,,
Zacatecas,2000,0.42,Zacatecas,2000-01-01,,,,,,,,,,,,,,
Aguascalientes,2001,0.59,Aguascalientes,2001-01-01,,,,,,,,,,,,,,
Baja California,2001,3.48,Baja California,2001-01-01,,,,,,,,,,,,,,
Baja California Sur,2001,2.73,Baja California Sur,2001-01-01,,,,,,,,,,,,,,
Campeche,2001,1.4,Campeche,2001-01-01,,,,,,,,,,,,,,
Coahuila,2001,2.76,Coahuila,2001-01-01,,,,,,,,,,,,,,
Colima,2001,3.24,Colima,2001-01-01,,,,,,,,,,,,,,
Chiapas,2001,0.88,Chiapas,2001-01-01,,,,,,,,,,,,,,
Chihuahua,2001,5.06,Chihuahua,2001-01-01,,,,,,,,,,,,,,
Ciudad de México,2001,2.4,Ciudad de México,2001-01-01,,,,,,,,,,,,,,
Durango,2001,1.98,Durango,2001-01-01,,,,,,,,,,,,,,
Guanajuato,2001,1.64,Guanajuato,2001-01-01,,,,,,,,,,,,,,
Guerrero,2001,3.77,Guerrero,2001-01-01,,,,,,,,,,,,,,
Hidalgo,2001,1.68,Hidalgo,2001-01-01,,,,,,,,,,,,,,
Jalisco,2001,1.55,Jalisco,2001-01-01,,,,,,,,,,,,,,
México,2001,4.84,Estado de México,2001-01-01,,,,,,,,,,,,,,
Michoacán,2001,3.51,Michoacán,2001-01-01,,,,,,,,,,,,,,
Morelos,2001,3.67,Morelos,2001-01-01,,,,,,,,,,,,,,
Nayarit,2001,3.8,Nayarit,2001-01-01,,,,,,,,,,,,,,
Nuevo León,2001,0.5,Nuevo León,2001-01-01,,,,,,,,,,,,,,
Oaxaca,2001,3.39,Oaxaca,2001-01-01,,,,,,,,,,,,,,
Puebla,2001,2.5,Puebla,2001-01-01,,,,,,,,,,,,,,
Querétaro,2001,2.24,Querétaro,2001-01-01,,,,,,,,,,,,,,
Quintana Roo,2001,3.94,Quintana Roo,2001-01-01,,,,,,,,,,,,,,
San Luis Potosí,2001,2.39,San Luis Potosí,2001-01-01,,,,,,,,,,,,,,
Sinaloa,2001,2.01,Sinaloa,2001-01-01,,,,,,,,,,,,,,
Sonora,2001,1.84,Sonora,2001-01-01,,,,,,,,,,,,,,
Tabasco,2001,0.81,Tabasco,2001-01-01,,,,,,,,,,,,,,
Tamaulipas,2001,1.81,Tamaulipas,2001-01-01,,,,,,,,,,,,,,
Tlaxcala,2001,2.13,Tlaxcala,2001-01-01,,,,,,,,,,,,,,
Veracruz,2001,1.43,Veracruz,2001-01-01,,,,,,,,,,,,,,
Yucatán,2001,0.23,Yucatán,2001-01-01,,,,,,,,,,,,,,
Zacatecas,2001,1.12,Zacatecas,2001-01-01,,,,,,,,,,,,,,
Aguascalientes,2002,1.15,Aguascalientes,2002-01-01,,,,,,,,,,,,,,
Baja California,2002,2.61,Baja California,2002-01-01,,,,,,,,,,,,,,
Baja California Sur,2002,1.32,Baja California Sur,2002-01-01,,,,,,,,,,,,,,
Campeche,2002,0.82,Campeche,2002-01-01,,,,,,,,,,,,,,
Coahuila,2002,1.4,Coahuila,2002-01-01,,,,,,,,,,,,,,
Colima,2002,1.78,Colima,2002-01-01,,,,,,,,,,,,,,
Chiapas,2002,3.82,Chiapas,2002-01-01,,,,,,,,,,,,,,
Chihuahua,2002,4.67,Chihuahua,2002-01-01,,,,,,,,,,,,,,
Ciudad de México,2002,2.36,Ciudad de México,2002-01-01,,,,,,,,,,,,,,
Durango,2002,2.61,Durango,2002-01-01,,,,,,,,,,,,,,
Guanajuato,2002,1.35,Guanajuato,2002-01-01,,,,,,,,,,,,,,
Guerrero,2002,3.19,Guerrero,2002-01-01,,,,,,,,,,,,,,
Hidalgo,2002,0.67,Hidalgo,2002-01-01,,,,,,,,,,,,,,
Jalisco,2002,2.0,Jalisco,2002-01-01,,,,,,,,,,,,,,
México,2002,4.4,Estado de México,2002-01-01,,,,,,,,,,,,,,
Michoacán,2002,2.98,Michoacán,2002-01-01,,,,,,,,,,,,,,
Morelos,2002,1.45,Morelos,2002-01-01,,,,,,,,,,,,,,
Nayarit,2002,3.76,Nayarit,2002-01-01,,,,,,,,,,,,,,
Nuevo León,2002,0.89,Nuevo León,2002-01-01,,,,,,,,,,,,,,
Oaxaca,2002,3.42,Oaxaca,2002-01-01,,,,,,,,,,,,,,
Puebla,2002,2.65,Puebla,2002-01-01,,,,,,,,,,,,,,
Querétaro,2002,1.29,Querétaro,2002-01-01,,,,,,,,,,,,,,
Quintana Roo,2002,2.92,Quintana Roo,2002-01-01,,,,,,,,,,,,,,
San Luis Potosí,2002,1.14,San Luis Potosí,2002-01-01,,,,,,,,,,,,,,
Sinaloa,2002,2.07,Sinaloa,2002-01-01,,,,,,,,,,,,,,
Sonora,2002,2.5,Sonora,2002-01-01,,,,,,,,,,,,,,
Tabasco,2002,1.2,Tabasco,2002-01-01,,,,,,,,,,,,,,
Tamaulipas,2002,1.02,Tamaulipas,2002-01-01,,,,,,,,,,,,,,
Tlaxcala,2002,2.65,Tlaxcala,2002-01-01,,,,,,,,,,,,,,
Veracruz,2002,1.39,Veracruz,2002-01-01,,,,,,,,,,,,,,
Yucatán,2002,0.68,Yucatán,2002-01-01,,,,,,,,,,,,,,
Zacatecas,2002,2.37,Zacatecas,2002-01-01,,,,,,,,,,,,,,
Aguascalientes,2003,1.12,Aguascalientes,2003-01-01,,,,,,,,,,,,,,
Baja California,2003,3.65,Baja California,2003-01-01,,,,,,,,,,,,,,
Baja California Sur,2003,2.11,Baja California Sur,2003-01-01,,,,,,,,,,,,,,
Campeche,2003,2.14,Campeche,2003-01-01,,,,,,,,,,,,,,
Coahuila,2003,1.86,Coahuila,2003-01-01,,,,,,,,,,,,,,
Colima,2003,2.46,Colima,2003-01-01,,,,,,,,,,,,,,
Chiapas,2003,3.08,Chiapas,2003-01-01,,,,,,,,,,,,,,
Chihuahua,2003,3.92,Chihuahua,2003-01-01,,,,,,,,,,,,,,
Ciudad de México,2003,3.0,Ciudad de México,2003-01-01,,,,,,,,,,,,,,
Durango,2003,2.45,Durango,2003-01-01,,,,,,,,,,,,,,
Guanajuato,2003,1.21,Guanajuato,2003-01-01,,,,,,,,,,,,,,
Guerrero,2003,4.01,Guerrero,2003-01-01,,,,,,,,,,,,,,
Hidalgo,2003,0.82,Hidalgo,2003-01-01,,,,,,,,,,,,,,
Jalisco,2003,1.51,Jalisco,2003-01-01,,,,,,,,,,,,,,
México,2003,4.44,Estado de México,2003-01-01,,,,,,,,,,,,,,
Michoacán,2003,2.92,Michoacán,2003-01-01,,,,,,,,,,,,,,
Morelos,2003,1.44,Morelos,2003-01-01,,,,,,,,,,,,,,
Nayarit,2003,1.45,Nayarit,2003-01-01,,,,,,,,,,,,,,
Nuevo León,2003,1.16,Nuevo León,2003-01-01,,,,,,,,,,,,,,
Oaxaca,2003,3.76,Oaxaca,2003-01-01,,,,,,,,,,,,,,
Puebla,2003,2.07,Puebla,2003-01-01,,,,,,,,,,,,,,
Querétaro,2003,1.13,Querétaro,2003-01-01,,,,,,,,,,,,,,
Quintana Roo,2003,4.98,Quintana Roo,2003-01-01,,,,,,,,,,,,,,
San Luis Potosí,2003,1.37,San Luis Potosí,2003-01-01,,,,,,,,,,,,,,
Sinaloa,2003,1.82,Sinaloa,2003-01-01,,,,,,,,,,,,,,
Sonora,2003,1.87,Sonora,2003-01-01,,,,,,,,,,,,,,
Tabasco,2003,1.78,Tabasco,2003-01-01,,,,,,,,,,,,,,
Tamaulipas,2003,2.21,Tamaulipas,2003-01-01,,,,,,,,,,,,,,
Tlaxcala,2003,1.67,Tlaxcala,2003-01-01,,,,,,,,,,,,,,
Veracruz,2003,1.35,Veracruz,2003-01-01,,,,,,,,,,,,,,
Yucatán,2003,1.66,Yucatán,2003-01-01,,,,,,,,,,,,,,
Zacatecas,2003,1.53,Zacatecas,2003-01-01,,,,,,,,,,,,,,
Aguascalientes,2004,1.1,Aguascalientes,2004-01-01,,,,,,,,,,,,,,
Baja California,2004,2.83,Baja California,2004-01-01,,,,,,,,,,,,,,
Baja California Sur,2004,2.04,Baja California Sur,2004-01-01,,,,,,,,,,,,,,
Campeche,2004,1.05,Campeche,2004-01-01,,,,,,,,,,,,,,
Coahuila,2004,2.22,Coahuila,2004-01-01,,,,,,,,,,,,,,
Colima,2004,2.08,Colima,2004-01-01,,,,,,,,,,,,,,
Chiapas,2004,1.09,Chiapas,2004-01-01,,,,,,,,,,,,,,
Chihuahua,2004,3.0,Chihuahua,2004-01-01,,,,,,,,,,,,,,
Ciudad de México,2004,2.96,Ciudad de México,2004-01-01,,,,,,,,,,,,,,
Durango,2004,2.42,Durango,2004-01-01,,,,,,,,,,,,,,
Guanajuato,2004,0.89,Guanajuato,2004-01-01,,,,,,,,,,,,,,
Guerrero,2004,3.44,Guerrero,2004-01-01,,,,,,,,,,,,,,
Hidalgo,2004,0.49,Hidalgo,2004-01-01,,,,,,,,,,,,,,
Jalisco,2004,1.52,Jalisco,2004-01-01,,,,,,,,,,,,,,
México,2004,4.01,Estado de México,2004-01-01,,,,,,,,,,,,,,
Michoacán,2004,2.73,Michoacán,2004-01-01,,,,,,,,,,,,,,
Morelos,2004,1.9,Morelos,2004-01-01,,,,,,,,,,,,,,
Nayarit,2004,3.89,Nayarit,2004-01-01,,,,,,,,,,,,,,
Nuevo León,2004,1.28,Nuevo León,2004-01-01,,,,,,,,,,,,,,
Oaxaca,2004,4.48,Oaxaca,2004-01-01,,,,,,,,,,,,,,
Puebla,2004,1.94,Puebla,2004-01-01,,,,,,,,,,,,,,
Querétaro,2004,1.46,Querétaro,2004-01-01,,,,,,,,,,,,,,
Quintana Roo,2004,4.38,Quintana Roo,2004-01-01,,,,,,,,,,,,,,
San Luis Potosí,2004,0.79,San Luis Potosí,2004-01-01,,,,,,,,,,,,,,
Sinaloa,2004,1.58,Sinaloa,2004-01-01,,,,,,,,,,,,,,
Sonora,2004,2.25,Sonora,2004-01-01,,,,,,,,,,,,,,
Tabasco,2004,1.56,Tabasco,2004-01-01,,,,,,,,,,,,,,
Tamaulipas,2004,2.03,Tamaulipas,2004-01-01,,,,,,,,,,,,,,
Tlaxcala,2004,2.35,Tlaxcala,2004-01-01,,,,,,,,,,,,,,
Veracruz,2004,1.15,Veracruz,2004-01-01,,,,,,,,,,,,,,
Yucatán,2004,0.65,Yucatán,2004-01-01,,,,,,,,,,,,,,
Zacatecas,2004,1.24,Zacatecas,2004-01-01,,,,,,,,,,,,,,
Aguascalientes,2005,1.25,Aguascalientes,2005-01-01,,,,,,,,,,,,,,
Baja California,2005,2.68,Baja California,2005-01-01,,,,,,,,,,,,,,
Baja California Sur,2005,1.18,Baja California Sur,2005-01-01,,,,,,,,,,,,,,
Campeche,2005,1.03,Campeche,2005-01-01,,,,,,,,,,,,,,
Coahuila,2005,1.79,Coahuila,2005-01-01,,,,,,,,,,,,,,
Colima,2005,3.41,Colima,2005-01-01,,,,,,,,,,,,,,
Chiapas,2005,1.34,Chiapas,2005-01-01,,,,,,,,,,,,,,
Chihuahua,2005,3.69,Chihuahua,2005-01-01,,,,,,,,,,,,,,
Ciudad de México,2005,2.75,Ciudad de México,2005-01-01,,,,,,,,,,,,,,
Durango,2005,2.14,Durango,2005-01-01,,,,,,,,,,,,,,
Guanajuato,2005,1.33,Guanajuato,2005-01-01,,,,,,,,,,,,,,
Guerrero,2005,3.54,Guerrero,2005-01-01,,,,,,,,,,,,,,
Hidalgo,2005,0.72,Hidalgo,2005-01-01,,,,,,,,,,,,,,
Jalisco,2005,1.1,Jalisco,2005-01-01,,,,,,,,,,,,,,
México,2005,5.22,Estado de México,2005-01-01,,,,,,,,,,,,,,
Michoacán,2005,2.39,Michoacán,2005-01-01,,,,,,,,,,,,,,
Morelos,2005,2.34,Morelos,2005-01-01,,,,,,,,,,,,,,
Nayarit,2005,2.43,Nayarit,2005-01-01,,,,,,,,,,,,,,
Nuevo León,2005,0.88,Nuevo León,2005-01-01,,,,,,,,,,,,,,
Oaxaca,2005,3.8,Oaxaca,2005-01-01,,,,,,,,,,,,,,
Puebla,2005,1.98,Puebla,2005-01-01,,,,,,,,,,,,,,
Querétaro,2005,1.19,Querétaro,2005-01-01,,,,,,,,,,,,,,
Quintana Roo,2005,2.74,Quintana Roo,2005-01-01,,,,,,,,,,,,,,
San Luis Potosí,2005,0.71,San Luis Potosí,2005-01-01,,,,,,,,,,,,,,
Sinaloa,2005,1.86,Sinaloa,2005-01-01,,,,,,,,,,,,,,
Sonora,2005,2.05,Sonora,2005-01-01,,,,,,,,,,,,,,
Tabasco,2005,0.96,Tabasco,2005-01-01,,,,,,,,,,,,,,
Tamaulipas,2005,2.83,Tamaulipas,2005-01-01,,,,,,,,,,,,,,
Tlaxcala,2005,2.13,Tlaxcala,2005-01-01,,,,,,,,,,,,,,
Veracruz,2005,1.35,Veracruz,2005-01-01,,,,,,,,,,,,,,
Yucatán,2005,0.43,Yucatán,2005-01-01,,,,,,,,,,,,,,
Zacatecas,2005,2.19,Zacatecas,2005-01-01,,,,,,,,,,,,,,
Aguascalientes,2006,1.22,Aguascalientes,2006-01-01,,,,,,,,,,,,,,
Baja California,2006,2.41,Baja California,2006-01-01,,,,,,,,,,,,,,
Baja California Sur,2006,1.88,Baja California Sur,2006-01-01,,,,,,,,,,,,,,
Campeche,2006,1.01,Campeche,2006-01-01,,,,,,,,,,,,,,
Coahuila,2006,1.22,Coahuila,2006-01-01,,,,,,,,,,,,,,
Colima,2006,1.33,Colima,2006-01-01,,,,,,,,,,,,,,
Chiapas,2006,3.48,Chiapas,2006-01-01,,,,,,,,,,,,,,
Chihuahua,2006,3.52,Chihuahua,2006-01-01,,,,,,,,,,,,,,
Ciudad de México,2006,2.27,Ciudad de México,2006-01-01,,,,,,,,,,,,,,
Durango,2006,1.49,Durango,2006-01-01,,,,,,,,,,,,,,
Guanajuato,2006,0.97,Guanajuato,2006-01-01,,,,,,,,,,,,,,
Guerrero,2006,5.69,Guerrero,2006-01-01,,,,,,,,,,,,,,
Hidalgo,2006,0.94,Hidalgo,2006-01-01,,,,,,,,,,,,,,
Jalisco,2006,1.83,Jalisco,2006-01-01,,,,,,,,,,,,,,
México,2006,3.75,Estado de México,2006-01-01,,,,,,,,,,,,,,
Michoacán,2006,3.84,Michoacán,2006-01-01,,,,,,,,,,,,,,
Morelos,2006,2.07,Morelos,2006-01-01,,,,,,,,,,,,,,
Nayarit,2006,2.58,Nayarit,2006-01-01,,,,,,,,,,,,,,
Nuevo León,2006,1.0,Nuevo León,2006-01-01,,,,,,,,,,,,,,
Oaxaca,2006,3.29,Oaxaca,2006-01-01,,,,,,,,,,,,,,
Puebla,2006,1.85,Puebla,2006-01-01,,,,,,,,,,,,,,
Querétaro,2006,1.39,Querétaro,2006-01-01,,,,,,,,,,,,,,
Quintana Roo,2006,2.1,Quintana Roo,2006-01-01,,,,,,,,,,,,,,
San Luis Potosí,2006,1.32,San Luis Potosí,2006-01-01,,,,,,,,,,,,,,
Sinaloa,2006,1.69,Sinaloa,2006-01-01,,,,,,,,,,,,,,
Sonora,2006,2.17,Sonora,2006-01-01,,,,,,,,,,,,,,
Tabasco,2006,1.51,Tabasco,2006-01-01,,,,,,,,,,,,,,
Tamaulipas,2006,3.35,Tamaulipas,2006-01-01,,,,,,,,,,,,,,
Tlaxcala,2006,1.74,Tlaxcala,2006-01-01,,,,,,,,,,,,,,
Veracruz,2006,1.2,Veracruz,2006-01-01,,,,,,,,,,,,,,
Yucatán,2006,0.84,Yucatán,2006-01-01,,,,,,,,,,,,,,
Zacatecas,2006,1.63,Zacatecas,2006-01-01,,,,,,,,,,,,,,
Aguascalientes,2007,1.03,Aguascalientes,2007-01-01,,,,,,,,,,,,,,
Baja California,2007,1.82,Baja California,2007-01-01,,,,,,,,,,,,,,
Baja California Sur,2007,2.52,Baja California Sur,2007-01-01,,,,,,,,,,,,,,
Campeche,2007,1.73,Campeche,2007-01-01,,,,,,,,,,,,,,
Coahuila,2007,1.12,Coahuila,2007-01-01,,,,,,,,,,,,,,
Colima,2007,1.95,Colima,2007-01-01,,,,,,,,,,,,,,
Chiapas,2007,0.55,Chiapas,2007-01-01,,,,,,,,,,,,,,
Chihuahua,2007,2.96,Chihuahua,2007-01-01,,,,,,,,,,,,,,
Ciudad de México,2007,2.71,Ciudad de México,2007-01-01,,,,,,,,,,,,,,
Durango,2007,1.1,Durango,2007-01-01,,,,,,,,,,,,,,
Guanajuato,2007,1.13,Guanajuato,2007-01-01,,,,,,,,,,,,,,
Guerrero,2007,4.55,Guerrero,2007-01-01,,,,,,,,,,,,,,
Hidalgo,2007,0.92,Hidalgo,2007-01-01,,,,,,,,,,,,,,
Jalisco,2007,1.5,Jalisco,2007-01-01,,,,,,,,,,,,,,
México,2007,2.53,Estado de México,2007-01-01,,,,,,,,,,,,,,
Michoacán,2007,2.18,Michoacán,2007-01-01,,,,,,,,,,,,,,
Morelos,2007,1.81,Morelos,2007-01-01,,,,,,,,,,,,,,
Nayarit,2007,2.52,Nayarit,2007-01-01,,,,,,,,,,,,,,
Nuevo León,2007,1.03,Nuevo León,2007-01-01,,,,,,,,,,,,,,
Oaxaca,2007,3.6,Oaxaca,2007-01-01,,,,,,,,,,,,,,
Puebla,2007,1.55,Puebla,2007-01-01,,,,,,,,,,,,,,
Querétaro,2007,1.01,Querétaro,2007-01-01,,,,,,,,,,,,,,
Quintana Roo,2007,3.37,Quintana Roo,2007-01-01,,,,,,,,,,,,,,
San Luis Potosí,2007,1.84,San Luis Potosí,2007-01-01,,,,,,,,,,,,,,
Sinaloa,2007,2.47,Sinaloa,2007-01-01,,,,,,,,,,,,,,
Sonora,2007,2.13,Sonora,2007-01-01,,,,,,,,,,,,,,
Tabasco,2007,1.75,Tabasco,2007-01-01,,,,,,,,,,,,,,
Tamaulipas,2007,1.55,Tamaulipas,2007-01-01,,,,,,,,,,,,,,
Tlaxcala,2007,2.05,Tlaxcala,2007-01-01,,,,,,,,,,,,,,
Veracruz,2007,1.13,Veracruz,2007-01-01,,,,,,,,,,,,,,
Yucatán,2007,1.34,Yucatán,2007-01-01,,,,,,,,,,,,,,
Zacatecas,2007,1.47,Zacatecas,2007-01-01,,,,,,,,,,,,,,
Aguascalientes,2008,1.01,Aguascalientes,2008-01-01,,,,,,,,,,,,,,
Baja California,2008,5.46,Baja California,2008-01-01,,,,,,,,,,,,,,
Baja California Sur,2008,1.03,Baja California Sur,2008-01-01,,,,,,,,,,,,,,
Campeche,2008,1.22,Campeche,2008-01-01,,,,,,,,,,,,,,
Coahuila,2008,1.76,Coahuila,2008-01-01,,,,,,,,,,,,,,
Colima,2008,2.21,Colima,2008-01-01,,,,,,,,,,,,,,
Chiapas,2008,1.37,Chiapas,2008-01-01,,,,,,,,,,,,,,
Chihuahua,2008,10.82,Chihuahua,2008-01-01,,,,,,,,,,,,,,
Ciudad de México,2008,2.81,Ciudad de México,2008-01-01,,,,,,,,,,,,,,
Durango,2008,3.38,Durango,2008-01-01,,,,,,,,,,,,,,
Guanajuato,2008,1.4,Guanajuato,2008-01-01,,,,,,,,,,,,,,
Guerrero,2008,5.41,Guerrero,2008-01-01,,,,,,,,,,,,,,
Hidalgo,2008,1.04,Hidalgo,2008-01-01,,,,,,,,,,,,,,
Jalisco,2008,1.56,Jalisco,2008-01-01,,,,,,,,,,,,,,
México,2008,2.83,Estado de México,2008-01-01,,,,,,,,,,,,,,
Michoacán,2008,3.22,Michoacán,2008-01-01,,,,,,,,,,,,,,
